drug_name,generic_name,opioid_drug_flag,antibiotic_drug_flag,high_risk_flag,antipsychotic_drug_flag
FENTORA,FENTANYL CITRATE,Y,N,N,N 
FERREX 150 FORTE,IRON PS CMPLX/VIT B12/FA,N,N,N,N 
FERRIPROX,DEFERIPRONE,N,N,N,N 
FETZIMA,LEVOMILNACIPRAN HYDROCHLORIDE,N,N,N,N 
FEXMID,CYCLOBENZAPRINE HCL,N,N,Y,N 
FEXOFENADINE HCL,FEXOFENADINE HCL,N,N,N,N 
FINACEA,AZELAIC ACID,N,N,N,N 
FINASTERIDE,FINASTERIDE,N,N,N,N 
FIORICET,BUTALB/ACETAMINOPHEN/CAFFEINE,N,N,Y,N 
FIORICET WITH CODEINE,BUTALBIT/ACETAMIN/CAFF/CODEINE,Y,N,Y,N 
FIORINAL,BUTALBITAL/ASPIRIN/CAFFEINE,N,N,Y,N 
FIORINAL WITH CODEINE #3,CODEINE/BUTALBITAL/ASA/CAFFEIN,Y,N,Y,N 
FIRAZYR,ICATIBANT ACETATE,N,N,N,N 
FIRMAGON,DEGARELIX ACETATE,N,N,N,N 
FLAGYL,METRONIDAZOLE,N,Y,N,N 
FLAREX,FLUOROMETHOLONE ACETATE,N,N,N,N 
FLAVOXATE HCL,FLAVOXATE HCL,N,N,N,N 
FLEBOGAMMA DIF,IMM GLOB G (IGG)/SORB/IGA 0-50,N,N,N,N 
FLEBOGAMMA DIF,IMMUN GLOB G(IGG)/SORB/IGA 50+,N,N,N,N 
FLECAINIDE ACETATE,FLECAINIDE ACETATE,N,N,N,N 
FLECTOR,DICLOFENAC EPOLAMINE,N,N,N,N 
FLEXBUMIN,ALBUMIN HUMAN,N,N,N,N 
FLOMAX,TAMSULOSIN HCL,N,N,N,N 
FLONASE,FLUTICASONE PROPIONATE,N,N,N,N 
FLOVENT DISKUS,FLUTICASONE PROPIONATE,N,N,N,N 
FLOVENT HFA,FLUTICASONE PROPIONATE,N,N,N,N 
FLUCONAZOLE,FLUCONAZOLE,N,N,N,N 
FLUCONAZOLE IN DEXTROSE,"FLUCONAZOLE IN DEXTROSE,ISO-OS",N,N,N,N 
FLUCONAZOLE IN SALINE,"FLUCONAZOLE IN NACL,ISO-OSM",N,N,N,N 
FLUCONAZOLE-NACL,"FLUCONAZOLE IN NACL,ISO-OSM",N,N,N,N 
FLUCYTOSINE,FLUCYTOSINE,N,N,N,N 
FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE,N,N,N,N 
FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,N,N,N,N 
FLUMAZENIL,FLUMAZENIL,N,N,N,N 
FLUNISOLIDE,FLUNISOLIDE,N,N,N,N 
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,N,N,N,N 
FLUOCINOLONE ACETONIDE,FLUOCINOLONE/SHOWER CAP,N,N,N,N 
FLUOCINOLONE ACETONIDE OIL,FLUOCINOLONE ACETONIDE OIL,N,N,N,N 
FLUOCINONIDE,FLUOCINONIDE,N,N,N,N 
FLUOCINONIDE EMOLLIENT,FLUOCINONIDE/EMOLLIENT BASE,N,N,N,N 
FLUOCINONIDE-E,FLUOCINONIDE/EMOLLIENT BASE,N,N,N,N 
FLUORIDE,SODIUM FLUORIDE,N,N,N,N 
FLUORIDEX DAILY DEFENSE,SODIUM FLUORIDE,N,N,N,N 
FLUORIDEX SENSITIVITY RELIEF,SODIUM FLUORIDE/POTASSIUM NIT,N,N,N,N 
FLUORITAB,SODIUM FLUORIDE,N,N,N,N 
FLUOROMETHOLONE,FLUOROMETHOLONE,N,N,N,N 
FLUOROURACIL,FLUOROURACIL,N,N,N,N 
FLUOXETINE DR,FLUOXETINE HCL,N,N,N,N 
FLUOXETINE HCL,FLUOXETINE HCL,N,N,N,N 
FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,N,N,N,Y 
FLUPHENAZINE HCL,FLUPHENAZINE HCL,N,N,N,Y 
FLURAZEPAM HCL,FLURAZEPAM HCL,N,N,N,N 
FLURBIPROFEN,FLURBIPROFEN,N,N,N,N 
FLURBIPROFEN SODIUM,FLURBIPROFEN SODIUM,N,N,N,N 
FLUTAMIDE,FLUTAMIDE,N,N,N,N 
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,N,N,N,N 
FLUVASTATIN ER,FLUVASTATIN SODIUM,N,N,N,N 
FLUVASTATIN SODIUM,FLUVASTATIN SODIUM,N,N,N,N 
FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE,N,N,N,N 
FLUVOXAMINE MALEATE ER,FLUVOXAMINE MALEATE,N,N,N,N 
FML,FLUOROMETHOLONE,N,N,N,N 
FML FORTE,FLUOROMETHOLONE,N,N,N,N 
FML S.O.P.,FLUOROMETHOLONE,N,N,N,N 
FOCALIN,DEXMETHYLPHENIDATE HCL,N,N,N,N 
FOCALIN XR,DEXMETHYLPHENIDATE HCL,N,N,N,N 
FOLBEE,CYANOCOBALAMIN/FA/PYRIDOXINE,N,N,N,N 
FOLBIC,CYANOCOBALAMIN/FA/PYRIDOXINE,N,N,N,N 
FOLCAL DHA,PNV66/IRON FUMARATE/FA/DSS/DHA,N,N,N,N 
FOLIC ACID,FOLIC ACID,N,N,N,N 
FOLIC ACID-VIT B6-VIT B12,CYANOCOBALAMIN/FA/PYRIDOXINE,N,N,N,N 
FOLIVANE-OB,"PNV #15/IRON FUM,PS/FOLIC ACID",N,N,N,N 
FOLOTYN,PRALATREXATE,N,N,N,N 
FOLTRATE,CYANOCOBALAMIN/FOLIC ACID,N,N,N,N 
FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,N,N,N,N 
FORADIL,FORMOTEROL FUMARATE,N,N,N,N 
FORFIVO XL,BUPROPION HCL,N,N,N,N 
FORTAMET,METFORMIN HCL,N,N,N,N 
FORTAZ,CEFTAZIDIME,N,Y,N,N 
FORTAZ IN ISO-OSMOTIC DEXTROSE,"CEFTAZIDIME NA/DEXTROSE,ISO",N,Y,N,N 
FORTEO,TERIPARATIDE,N,N,N,N 
FORTESTA,TESTOSTERONE,N,N,N,N 
FORTICAL,"CALCITONIN,SALMON,SYNTHETIC",N,N,N,N 
FOSAMAX,ALENDRONATE SODIUM,N,N,N,N 
FOSAMAX PLUS D,ALENDRONATE SODIUM/VITAMIN D3,N,N,N,N 
FOSCARNET SODIUM,FOSCARNET SODIUM,N,N,N,N 
FOSCAVIR,FOSCARNET SODIUM,N,N,N,N 
FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,N,N,N,N 
FOSINOPRIL-HYDROCHLOROTHIAZIDE,FOSINOPRIL/HYDROCHLOROTHIAZIDE,N,N,N,N 
FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,N,N,N,N 
FOSRENOL,LANTHANUM CARBONATE,N,N,N,N 
FRAGMIN,"DALTEPARIN SODIUM,PORCINE",N,N,N,N 
FREAMINE III,PARENTERAL AMINO ACID 10% NO.4,N,N,N,N 
FREESTYLE PRECISION,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
FREESTYLE PRECISION,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
FROVA,FROVATRIPTAN SUCCINATE,N,N,N,N 
FULYZAQ,CROFELEMER,N,N,N,N 
FURADANTIN,NITROFURANTOIN,N,Y,Y,N 
FUROSEMIDE,FUROSEMIDE,N,N,N,N 
FUSILEV,LEVOLEUCOVORIN CALCIUM,N,N,N,N 
FUZEON,ENFUVIRTIDE,N,N,N,N 
FYCOMPA,PERAMPANEL,N,N,N,N 
GABAPENTIN,GABAPENTIN,N,N,N,N 
GABITRIL,TIAGABINE HCL,N,N,N,N 
GABLOFEN,BACLOFEN,N,N,N,N 
GALANTAMINE HBR,GALANTAMINE HBR,N,N,N,N 
GALANTAMINE HYDROBROMIDE,GALANTAMINE HBR,N,N,N,N 
GALZIN,ZINC ACETATE,N,N,N,N 
GAMASTAN S-D,IMMUNE GLOBUL G (IGG)/GLYCINE,N,N,N,N 
GAMMAGARD LIQUID,IMMUN GLOB G (IGG)/GLY/IGA 50+,N,N,N,N 
GAMMAGARD S-D,IMMUN GLOB G/GLY/GLUC/IGA 0-50,N,N,N,N 
GAMMAKED,IMMUN GLOB G (IGG)/GLY/IGA 50+,N,N,N,N 
GAMMAPLEX,IMMUN GLOB G/SORB/GLY/IGA 0-50,N,N,N,N 
GAMUNEX-C,IMMUN GLOB G (IGG)/GLY/IGA 50+,N,N,N,N 
GANCICLOVIR SODIUM,GANCICLOVIR SODIUM,N,N,N,N 
GARAMYCIN,GENTAMICIN SULFATE,N,N,N,N 
GARDASIL,"HUMAN PAPILOMVIRUS VAC,QVAL/PF",N,N,N,N 
GARDASIL 9,HPV VACCINE 9-VALENT/PF,N,N,N,N 
GASTROCROM,CROMOLYN SODIUM,N,N,N,N 
GATIFLOXACIN,GATIFLOXACIN,N,N,N,N 
GATTEX,TEDUGLUTIDE,N,N,N,N 
GAUZE BANDAGE,GAUZE BANDAGE,N,N,N,N 
GAUZE PADS,GAUZE BANDAGE,N,N,N,N 
GAVILYTE-C,"PEG 3350/NA SULF,BICARB,CL/KCL",N,N,N,N 
GAVILYTE-G,"PEG 3350/NA SULF,BICARB,CL/KCL",N,N,N,N 
GAVILYTE-H AND BISACODYL,BISAC/NACL/NAHCO3/KCL/PEG 3350,N,N,N,N 
GAVILYTE-N,SODIUM CHLORIDE/NAHCO3/KCL/PEG,N,N,N,N 
GAZYVA,OBINUTUZUMAB,N,N,N,N 
GELNIQUE,OXYBUTYNIN,N,N,N,N 
GELNIQUE,OXYBUTYNIN CHLORIDE,N,N,N,N 
GEMCITABINE HCL,GEMCITABINE HCL,N,N,N,N 
GEMFIBROZIL,GEMFIBROZIL,N,N,N,N 
GEMZAR,GEMCITABINE HCL,N,N,N,N 
GENERESS FE,NORETH-ETHINYL ESTRADIOL/IRON,N,N,N,N 
GENERLAC,LACTULOSE,N,N,N,N 
GENGRAF,"CYCLOSPORINE, MODIFIED",N,N,N,N 
GENOTROPIN,SOMATROPIN,N,N,N,N 
GENTAK,GENTAMICIN SULFATE,N,N,N,N 
GENTAMICIN SULFATE,GENTAMICIN SULFATE,N,Y,N,N 
GENTAMICIN SULFATE,GENTAMICIN SULFATE/PF,N,Y,N,N 
GENTAMICIN SULFATE IN NS,"GENTAMICIN IN NACL, ISO-OSM",N,Y,N,N 
GENVOYA,ELVITEG/COBI/EMTRIC/TENOFO ALA,N,N,N,N 
GEODON,ZIPRASIDONE HCL,N,N,N,Y 
GEODON,ZIPRASIDONE MESYLATE,N,N,N,Y 
GIANVI,ETHINYL ESTRADIOL/DROSPIRENONE,N,N,N,N 
GIAZO,BALSALAZIDE DISODIUM,N,N,N,N 
GILDAGIA,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
GILDESS,NORETHINDRONE AC-ETH ESTRADIOL,N,N,N,N 
GILDESS 24 FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
GILDESS FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
GILENYA,FINGOLIMOD HCL,N,N,N,N 
GILOTRIF,AFATINIB DIMALEATE,N,N,N,N 
GLASSIA,ALPHA-1-PROTEINASE INHIBITOR,N,N,N,N 
GLATOPA,GLATIRAMER ACETATE,N,N,N,N 
GLEEVEC,IMATINIB MESYLATE,N,N,N,N 
GLEOSTINE,LOMUSTINE,N,N,N,N 
GLIMEPIRIDE,GLIMEPIRIDE,N,N,N,N 
GLIPIZIDE,GLIPIZIDE,N,N,N,N 
GLIPIZIDE ER,GLIPIZIDE,N,N,N,N 
GLIPIZIDE XL,GLIPIZIDE,N,N,N,N 
GLIPIZIDE-METFORMIN,GLIPIZIDE/METFORMIN HCL,N,N,N,N 
GLUCAGEN,"GLUCAGON,HUMAN RECOMBINANT",N,N,N,N 
GLUCAGON EMERGENCY KIT,"GLUCAGON,HUMAN RECOMBINANT",N,N,N,N 
GLUCOPHAGE,METFORMIN HCL,N,N,N,N 
GLUCOPHAGE XR,METFORMIN HCL,N,N,N,N 
GLUCOPRO,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
GLUCOTROL,GLIPIZIDE,N,N,N,N 
GLUCOTROL XL,GLIPIZIDE,N,N,N,N 
GLUCOVANCE,GLYBURIDE/METFORMIN HCL,N,N,Y,N 
GLUMETZA,METFORMIN HCL,N,N,N,N 
GLYBURIDE,GLYBURIDE,N,N,Y,N 
GLYBURIDE MICRONIZED,"GLYBURIDE,MICRONIZED",N,N,Y,N 
GLYBURIDE-METFORMIN HCL,GLYBURIDE/METFORMIN HCL,N,N,Y,N 
GLYCOPYRROLATE,GLYCOPYRROLATE,N,N,N,N 
GLYDO,LIDOCAINE HCL,N,N,N,N 
GLYNASE,"GLYBURIDE,MICRONIZED",N,N,Y,N 
GLYSET,MIGLITOL,N,N,N,N 
GLYXAMBI,EMPAGLIFLOZIN/LINAGLIPTIN,N,N,N,N 
GOLYTELY,"PEG 3350/NA SULF,BICARB,CL/KCL",N,N,N,N 
GRALISE,GABAPENTIN,N,N,N,N 
GRANISETRON HCL,GRANISETRON HCL,N,N,N,N 
GRANISETRON HCL,GRANISETRON HCL/PF,N,N,N,N 
GRANIX,TBO-FILGRASTIM,N,N,N,N 
GRASTEK,"GRASS POLLEN-TIMOTHY, STANDARD",N,N,N,N 
GRIS-PEG,GRISEOFULVIN ULTRAMICROSIZE,N,N,N,N 
GRISEOFULVIN,"GRISEOFULVIN, MICROSIZE",N,N,N,N 
GRISEOFULVIN ULTRAMICROSIZE,GRISEOFULVIN ULTRAMICROSIZE,N,N,N,N 
GUANFACINE HCL,GUANFACINE HCL,N,N,Y,N 
GUANFACINE HCL ER,GUANFACINE HCL,N,N,Y,N 
GUANIDINE HCL,GUANIDINE HCL,N,N,N,N 
GYNAZOLE 1,BUTOCONAZOLE NITRATE,N,N,N,N 
H.P. ACTHAR,CORTICOTROPIN,N,N,N,N 
HALAVEN,ERIBULIN MESYLATE,N,N,N,N 
HALCION,TRIAZOLAM,N,N,N,N 
HALDOL,HALOPERIDOL LACTATE,N,N,N,Y 
HALDOL DECANOATE 100,HALOPERIDOL DECANOATE,N,N,N,Y 
HALDOL DECANOATE 50,HALOPERIDOL DECANOATE,N,N,N,Y 
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,N,N,N,N 
HALOG,HALCINONIDE,N,N,N,N 
HALOPERIDOL,HALOPERIDOL,N,N,N,Y 
HALOPERIDOL,HALOPERIDOL LACTATE,N,N,N,Y 
HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,N,N,N,Y 
HALOPERIDOL DECANOATE 100,HALOPERIDOL DECANOATE,N,N,N,Y 
HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,N,N,N,Y 
HARVONI,LEDIPASVIR/SOFOSBUVIR,N,N,N,N 
HAVRIX,HEPATITIS A VIRUS VACCINE/PF,N,N,N,N 
HEALTHY ACCENTS UNIFINE PENTIP,"PEN NEEDLE, DIABETIC",N,N,N,N 
HEALTHY ACCENTS UNIFINE PENTIP,"PEN NEEDLE, DIABETIC, SAFETY",N,N,N,N 
HEATHER,NORETHINDRONE,N,N,N,N 
HECORIA,TACROLIMUS,N,N,N,N 
HECTOROL,DOXERCALCIFEROL,N,N,N,N 
HEMENATAL OB,PNV#21/IRON PS& HEME POLYP/FA,N,N,N,N 
HEMENATAL OB + DHA,PNV COMBO #22/IRON/FA/OM3/DHA,N,N,N,N 
HEPAGAM B,HEPATITIS B IMMUN GLOB/MALTOSE,N,N,N,N 
HEPARIN SODIUM,"HEPARIN SODIUM,PORCINE",N,N,N,N 
HEPARIN SODIUM,"HEPARIN SODIUM,PORCINE/PF",N,N,N,N 
HEPARIN SODIUM IN 0.45% NACL,"HEPARIN SOD,PORK IN 0.45% NACL",N,N,N,N 
HEPARIN SODIUM-D5W,"HEPARIN SODIUM,PORCINE/D5W",N,N,N,N 
HEPATAMINE,AMINO ACIDS 8 %,N,N,N,N 
HEPSERA,ADEFOVIR DIPIVOXIL,N,N,N,N 
HERCEPTIN,TRASTUZUMAB,N,N,N,N 
HETLIOZ,TASIMELTEON,N,N,N,N 
HEXALEN,ALTRETAMINE,N,N,N,N 
HIBERIX,HIB CONJ-TET TOX(15MOS-4YR)/PF,N,N,N,N 
HIPREX,METHENAMINE HIPPURATE,N,N,N,N 
HIZENTRA,IMMUN GLOB G(IGG)/PRO/IGA 0-50,N,N,N,N 
HOMATROPAIRE,HOMATROPINE HBR,N,N,N,N 
HOMATROPINE,HOMATROPINE HBR,N,N,N,N 
HOMATROPINE HYDROBROMIDE,HOMATROPINE HBR,N,N,N,N 
HORIZANT,GABAPENTIN ENACARBIL,N,N,N,N 
HUMALOG,INSULIN LISPRO,N,N,N,N 
HUMALOG KWIKPEN U-100,INSULIN LISPRO,N,N,N,N 
HUMALOG KWIKPEN U-200,INSULIN LISPRO,N,N,N,N 
HUMALOG MIX 50-50,INSULIN LISPRO PROTAMIN/LISPRO,N,N,N,N 
HUMALOG MIX 50-50 KWIKPEN,INSULIN LISPRO PROTAMIN/LISPRO,N,N,N,N 
HUMALOG MIX 75-25,INSULIN LISPRO PROTAMIN/LISPRO,N,N,N,N 
HUMALOG MIX 75-25 KWIKPEN,INSULIN LISPRO PROTAMIN/LISPRO,N,N,N,N 
HUMAPEN LUXURA HD,INSULIN ADMIN. SUPPLIES,N,N,N,N 
HUMATROPE,SOMATROPIN,N,N,N,N 
HUMIRA,ADALIMUMAB,N,N,N,N 
HUMIRA PEN,ADALIMUMAB,N,N,N,N 
HUMIRA PEN CROHN'S-UC-HS,ADALIMUMAB,N,N,N,N 
HUMIRA PEN PSORIASIS,ADALIMUMAB,N,N,N,N 
HUMULIN 70-30,INSULIN NPH HUM/REG INSULIN HM,N,N,N,N 
HUMULIN 70/30 KWIKPEN,INSULIN NPH HUM/REG INSULIN HM,N,N,N,N 
HUMULIN N,INSULIN NPH HUMAN ISOPHANE,N,N,N,N 
HUMULIN N KWIKPEN,INSULIN NPH HUMAN ISOPHANE,N,N,N,N 
HUMULIN R,"INSULIN REGULAR, HUMAN",N,N,N,N 
HUMULIN R U-500,"INSULIN REGULAR, HUMAN",N,N,N,N 
HYCAMTIN,TOPOTECAN HCL,N,N,N,N 
HYDRALAZINE HCL,HYDRALAZINE HCL,N,N,N,N 
HYDREA,HYDROXYUREA,N,N,N,N 
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,N,N,N,N 
HYDROCODONE BT-HOMATROPINE MBR,HYDROCODONE BIT/HOMATROP ME-BR,N,N,N,N 
HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,Y,N,N,N 
HYDROCODONE-CHLORPHENIRAMNE ER,HYDROCODONE/CHLORPHEN P-STIREX,N,N,Y,N 
HYDROCODONE-HOMATROPINE MBR,HYDROCODONE BIT/HOMATROP ME-BR,N,N,N,N 
HYDROCODONE-IBUPROFEN,HYDROCODONE/IBUPROFEN,Y,N,N,N 
HYDROCORTISONE,"HC/MINERAL OIL/PETROLAT,WHT",N,N,N,N 
HYDROCORTISONE,HYDROCORTISONE,N,N,N,N 
HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,N,N,N,N 
HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE/EMOLL,N,N,N,N 
HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,N,N,N,N 
HYDROCORTISONE-ACETIC ACID,ACETIC ACID/HYDROCORTISONE,N,N,N,N 
HYDROMET,HYDROCODONE BIT/HOMATROP ME-BR,N,N,N,N 
HYDROMORPHONE ER,HYDROMORPHONE HCL,Y,N,N,N 
HYDROMORPHONE HCL,HYDROMORPHONE HCL,Y,N,N,N 
HYDROMORPHONE HCL,HYDROMORPHONE HCL/PF,Y,N,N,N 
HYDROQUINONE,HYDROQUINONE,N,N,N,N 
HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,N,N,N,N 
HYDROXYUREA,HYDROXYUREA,N,N,N,N 
HYDROXYZINE HCL,HYDROXYZINE HCL,N,N,Y,N 
HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,N,N,Y,N 
HYOPHEN,METHENAM/ME BLUE/BA/SALICY/HYO,N,N,N,N 
HYOSCYAMINE SULFATE,HYOSCYAMINE SULFATE,N,N,N,N 
HYOSCYAMINE SULFATE ER,HYOSCYAMINE SULFATE,N,N,N,N 
HYOSYNE,HYOSCYAMINE SULFATE,N,N,N,N 
HYPERCARE,ALUMINUM CHLORIDE,N,N,N,N 
HYPERHEP B S-D,HEPATITIS B IMMUNE GLOBULIN,N,N,N,N 
HYQVIA,"IGG/HYALURONIDASE,RECOMBINANT",N,N,N,N 
HYSINGLA ER,HYDROCODONE BITARTRATE,Y,N,N,N 
HYZAAR,LOSARTAN/HYDROCHLOROTHIAZIDE,N,N,N,N 
IBANDRONATE SODIUM,IBANDRONATE SODIUM,N,N,N,N 
IBRANCE,PALBOCICLIB,N,N,N,N 
IBUDONE,HYDROCODONE/IBUPROFEN,Y,N,N,N 
IBUPROFEN,IBUPROFEN,N,N,N,N 
ICLUSIG,PONATINIB HCL,N,N,N,N 
IFOSFAMIDE,IFOSFAMIDE,N,N,N,N 
ILARIS,CANAKINUMAB/PF,N,N,N,N 
ILEVRO,NEPAFENAC,N,N,N,N 
ILOTYCIN,ERYTHROMYCIN BASE,N,N,N,N 
IMBRUVICA,IBRUTINIB,N,N,N,N 
IMDUR,ISOSORBIDE MONONITRATE,N,N,N,N 
IMIPENEM-CILASTATIN SODIUM,IMIPENEM/CILASTATIN SODIUM,N,Y,N,N 
IMIPRAMINE HCL,IMIPRAMINE HCL,N,N,Y,N 
IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,N,N,Y,N 
IMIQUIMOD,IMIQUIMOD,N,N,N,N 
IMITREX,SUMATRIPTAN,N,N,N,N 
IMITREX,SUMATRIPTAN SUCCINATE,N,N,N,N 
IMOVAX RABIES VACCINE,"RABIES VACC, HUMAN DIPLOID/PF",N,N,N,N 
IMURAN,AZATHIOPRINE,N,N,N,N 
INATAL ADVANCE,PRENATAL VIT 15/IRON CB/FA/DSS,N,N,N,N 
INCONTROL PEN NEEDLE,"PEN NEEDLE, DIABETIC",N,N,N,N 
INCRUSE ELLIPTA,UMECLIDINIUM BROMIDE,N,N,N,N 
INDAPAMIDE,INDAPAMIDE,N,N,N,N 
INDERAL LA,PROPRANOLOL HCL,N,N,N,N 
INDOCIN,INDOMETHACIN,N,N,Y,N 
INDOMETHACIN,INDOMETHACIN,N,N,Y,N 
INFANRIX DTAP,"DIPH,PERTUSS(ACELL),TET PED/PF",N,N,N,N 
INFUMORPH,MORPHINE SULFATE/PF,Y,N,N,N 
INLYTA,AXITINIB,N,N,N,N 
INNOPRAN XL,PROPRANOLOL HCL,N,N,N,N 
INSPRA,EPLERENONE,N,N,N,N 
INSULIN PEN NEEDLE,"PEN NEEDLE, DIABETIC",N,N,N,N 
INSULIN SYRINGE,"SYR W-NDL,INS 0.3 ML HALF MARK",N,N,N,N 
INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
INSULIN SYRINGE,"SYRINGE W-NDL, DISP,INSUL,2 ML",N,N,N,N 
INSULIN SYRINGE,"SYRINGE W-NDL, DISP., INSULIN",N,N,N,N 
INSULIN SYRINGE,"SYRINGE W-O NEEDL,INSULIN,1 ML",N,N,N,N 
INSUMED,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
INSUPEN,"PEN NEEDLE, DIABETIC",N,N,N,N 
INTEGRA SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
INTEGRA SYRINGE,"SYRINGE,SAFETY WITH NEEDLE,1ML",N,N,N,N 
INTELENCE,ETRAVIRINE,N,N,N,N 
INTERMEZZO,ZOLPIDEM TARTRATE,N,N,Y,N 
INTRALIPID,FAT EMULSIONS,N,N,N,N 
INTRON A,"INTERFERON ALFA-2B,RECOMB.",N,N,N,N 
INTROVALE,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
INTUNIV,GUANFACINE HCL,N,N,Y,N 
INVANZ,ERTAPENEM SODIUM,N,Y,N,N 
INVEGA,PALIPERIDONE,N,N,N,Y 
INVEGA SUSTENNA,PALIPERIDONE PALMITATE,N,N,N,Y 
INVEGA TRINZA,PALIPERIDONE PALMITATE,N,N,N,Y 
INVIRASE,SAQUINAVIR MESYLATE,N,N,N,N 
INVOKAMET,CANAGLIFLOZIN/METFORMIN HCL,N,N,N,N 
INVOKANA,CANAGLIFLOZIN,N,N,N,N 
IOPIDINE,APRACLONIDINE HCL,N,N,N,N 
IPOL,"POLIOMYELITIS VACCINE, KILLED",N,N,N,N 
IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,N,N,N,N 
IPRATROPIUM-ALBUTEROL,IPRATROPIUM/ALBUTEROL SULFATE,N,N,N,N 
IRBESARTAN,IRBESARTAN,N,N,N,N 
IRBESARTAN-HYDROCHLOROTHIAZIDE,IRBESARTAN/HYDROCHLOROTHIAZIDE,N,N,N,N 
IRESSA,GEFITINIB,N,N,N,N 
IRINOTECAN HCL,IRINOTECAN HCL,N,N,N,N 
ISENTRESS,RALTEGRAVIR POTASSIUM,N,N,N,N 
ISONIAZID,ISONIAZID,N,N,N,N 
ISOPTO ATROPINE,ATROPINE SULFATE,N,N,N,N 
ISOPTO CARPINE,PILOCARPINE HCL,N,N,N,N 
ISOPTO HOMATROPINE,HOMATROPINE HBR,N,N,N,N 
ISORDIL,ISOSORBIDE DINITRATE,N,N,N,N 
ISORDIL TITRADOSE,ISOSORBIDE DINITRATE,N,N,N,N 
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,N,N,N,N 
ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,N,N,N,N 
ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,N,N,N,N 
ISRADIPINE,ISRADIPINE,N,N,N,N 
ISTALOL,TIMOLOL MALEATE,N,N,N,N 
ISTODAX,ROMIDEPSIN,N,N,N,N 
ITRACONAZOLE,ITRACONAZOLE,N,N,N,N 
IV PREP WIPES,ALCOHOL ANTISEPTIC PADS,N,N,N,N 
IVERMECTIN,IVERMECTIN,N,N,N,N 
IXEMPRA,IXABEPILONE,N,N,N,N 
IXIARO,JAPANESE ENCEPHALITIS VACC/PF,N,N,N,N 
JADENU,DEFERASIROX,N,N,N,N 
JAKAFI,RUXOLITINIB PHOSPHATE,N,N,N,N 
JALYN,DUTASTERIDE/TAMSULOSIN HCL,N,N,N,N 
JANTOVEN,WARFARIN SODIUM,N,N,N,N 
JANUMET,SITAGLIPTIN PHOS/METFORMIN HCL,N,N,N,N 
JANUMET XR,SITAGLIPTIN PHOS/METFORMIN HCL,N,N,N,N 
JANUVIA,SITAGLIPTIN PHOSPHATE,N,N,N,N 
JARDIANCE,EMPAGLIFLOZIN,N,N,N,N 
JENCYCLA,NORETHINDRONE,N,N,N,N 
JENTADUETO,LINAGLIPTIN/METFORMIN HCL,N,N,N,N 
JEVTANA,CABAZITAXEL,N,N,N,N 
JINTELI,NORETHINDRONE AC-ETH ESTRADIOL,N,N,Y,N 
JOLESSA,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
JOLIVETTE,NORETHINDRONE,N,N,N,N 
JUBLIA,EFINACONAZOLE,N,N,N,N 
JUNEL,NORETHINDRONE AC-ETH ESTRADIOL,N,N,N,N 
